name,priority,total_observations,recent_observations,ra_j2000,dec_j2000,v_mag,r_mag,gaia_g_mag,depth_mmag,duration_hours,t0_bjd_tdb,t0_unc,period_days,period_unc,current_oc_min,min_telescope_inches,expected_transit_snr_tess
55Cnce,high,0,0,08:52:35.8113,+28:19:50.956,5.96,5.4,5.714,0.45,1.56,2455962.0727,0.0007,0.736545,9e-07,0.0,120.78,10.44
AUMicb,medium,0,0,20:45:09.5323,-31:20:27.241,8.627,9.078,7.84,3.32,3.51,2458330.39051,0.00015,8.463,2e-06,0.0,14.54,63.77
AUMicc,medium,0,0,20:45:09.5323,-31:20:27.241,8.627,9.078,7.84,1.96,4.51,2458342.2223,0.0005,18.859019,1.6e-05,0.0,23.6,43.71
CoRoT-2b,low,34,1,19:27:06.4944,+01:23:01.357,12.568,12.204,12.249,36.99,2.28,2457347.04314,0.00012,1.742997,1.1e-07,0.32,5.82,57.44
CoRoT-10b,high,0,0,19:24:15.2868,+00:44:46.003,15.216,15.48,14.665,15.32,3.02,2454273.3443,0.0012,13.2406,0.0002,0.0,38.46,7.33
CoRoT-11b,alert,23,0,18:42:44.9499,+05:56:15.652,12.939,12.622,12.841,11.76,2.49,2454597.6797,0.0003,2.99433,1.1e-05,-119.4,8.68,12.94
CoRoT-19b,high,0,0,06:28:08.0586,-00:10:14.532,14.007,14.17,13.783,8.08,4.7,2455257.4418,0.0006,3.89713,2e-05,0.0,24.58,7.09
DSTucAb,medium,0,0,23:39:39.4809,-69:11:44.709,8.47,9.28,8.319,3.93,3.18,2458332.31077,0.00026,8.138268,1.1e-05,0.0,12.66,49.75
EPIC211945201b,medium,0,0,09:06:17.7565,+19:24:08.051,10.15,9.847,10.051,1.65,3.91,2458113.9399,0.0004,19.49213,1e-05,0.0,30.26,10.59
EPIC246851721b,alert,2,2,05:15:40.7537,+16:16:43.518,11.24,11.034,11.255,5.39,4.1,2457865.11032,0.0001,6.180235,1.4e-05,13.0,10.81,18.84
G9-40b,medium,0,0,08:58:52.3299,+21:04:34.202,13.821,12.683,12.733,4.26,1.33,2458497.77747,0.00032,5.746007,6e-06,0.0,28.85,5.3
GJ357b,high,0,0,09:36:01.6372,-21:39:38.878,10.906,9.858,9.88,1.43,1.53,2458517.99862,0.00039,3.93072,8e-05,0.0,43.18,7.99
GJ367b,high,0,0,09:44:29.8367,-45:46:35.427,9.979,9.019,9.152,0.25,0.63,2458544.1348,0.0004,0.321962,1e-05,0.0,313.41,1.27
GJ436b,low,29,3,11:42:11.0933,+26:42:23.658,10.613,10.272,9.571,7.12,1.02,2454873.01582,4e-05,2.64389751,1.2e-07,1.3,10.28,40.97
GJ486b,high,0,0,12:47:56.6249,+09:45:05.031,11.395,10.235,10.094,1.78,1.03,2458931.15935,0.00042,1.467119,3.1e-05,0.0,40.72,7.66
GJ1132b,high,0,0,10:14:51.7783,-47:09:24.189,13.49,13.067,12.138,3.39,0.76,2457184.5576,0.0003,1.6289287,1.8e-06,0.0,51.65,4.47
GJ1214b,low,8,0,17:15:18.9337,+04:57:50.064,15.1,14.394,13.009,18.78,0.87,2455881.57931,2.2e-05,1.58040454,4e-08,1.5,18.54,16.45
GJ1252b,high,0,0,20:27:42.0813,-56:27:25.156,12.68,11.83,11.236,1.0,0.74,2458668.09739,0.00032,0.5182349,6.3e-06,0.0,110.76,1.99
GJ3470b,low,4,1,07:59:05.8395,+15:23:29.240,12.33,11.934,11.354,7.69,1.91,2456340.72559,0.00011,3.336649,2e-06,4.8,11.08,22.73
GJ3473b,high,0,0,08:02:22.8828,+03:20:19.692,13.74,13.44,12.465,1.33,0.95,2458492.20408,0.00043,1.1980035,1.8e-06,0.0,146.07,1.61
GJ9827b,high,0,0,23:27:04.8376,-01:17:10.585,10.1,10.09,9.838,0.74,1.27,2457738.8259,0.0003,1.20898,8e-06,0.0,90.14,3.49
GJ9827c,high,0,0,23:27:04.8376,-01:17:10.585,10.1,10.09,9.838,0.46,1.82,2457742.1993,0.00072,3.648096,6.3e-05,0.0,130.9,2.6
GJ9827d,high,0,0,23:27:04.8376,-01:17:10.585,10.1,10.09,9.838,0.84,1.22,2457740.9611,0.0004,6.20147,6e-05,0.0,80.4,4.17
GPX-1b,low,7,3,02:33:28.5998,+56:01:32.588,12.319,12.033,12.223,9.33,2.12,2458770.23823,0.0004,1.744579,8e-06,1.0,9.18,13.02
HAT-P-1b,low,10,4,22:57:46.8443,+38:40:30.355,9.87,10.02,10.179,15.23,2.88,2455801.7739,0.00018,4.4652992,4e-07,-0.1,5.0,78.7
HAT-P-2b,medium,0,0,16:20:36.3579,+41:02:53.109,8.69,8.417,8.598,6.62,4.31,2454387.4945,0.00074,5.6334729,6.1e-06,0.0,6.86,81.96
HAT-P-3b,low,37,5,13:44:22.5939,+48:01:43.206,11.86,11.025,11.28,14.14,2.08,2455694.72623,8e-05,2.89973826,1.5e-07,-0.05,5.0,36.62
HAT-P-4b,low,10,0,15:19:57.9205,+36:13:46.737,11.12,10.848,11.063,9.84,4.25,2454740.97205,0.0002,3.0565233,6e-07,0.1,5.7,37.51
HAT-P-5b,low,17,4,18:17:37.3127,+36:37:17.168,11.95,11.604,11.822,15.58,2.94,2455705.72567,0.00024,2.7884735,5e-07,0.6,5.0,32.6
HAT-P-6b,low,21,1,23:39:05.8101,+42:27:57.503,10.47,10.129,10.306,10.35,3.51,2455260.92994,0.00021,3.8529962,5e-07,0.5,5.08,51.78
HAT-P-7b,low,9,1,19:28:59.3538,+47:58:10.216,10.48,10.178,10.365,7.41,3.95,2455174.8326,0.0003,2.2047363,7e-07,-1.6,6.97,38.44
HAT-P-8b,low,6,1,22:52:09.8635,+35:26:49.606,10.36,10.15,10.149,10.94,3.93,2455945.0839,0.0003,3.0763433,7e-07,0.9,5.0,63.75
HAT-P-9b,low,8,2,07:20:40.4562,+37:08:26.342,12.34,12.08,12.154,14.08,3.34,2455473.14492,0.00023,3.9228105,8e-07,0.7,5.61,25.12
HAT-P-11b,low,8,0,19:50:50.2474,+48:04:51.097,9.461,8.8,9.151,4.39,2.34,2455109.335119,2.1e-05,4.8878009,3e-07,-0.1,11.8,35.99
HAT-P-12b,low,45,4,13:57:33.4668,+43:29:36.602,12.84,12.152,12.42,27.59,2.34,2456716.5327,6e-05,3.21305751,1.7e-07,0.53,5.7,41.1
HAT-P-13b,low,14,5,08:39:31.8073,+47:21:07.275,10.42,10.4,10.417,8.25,3.32,2455456.49826,0.00016,2.9162431,6e-07,-0.2,6.64,41.03
HAT-P-14b,low,10,0,17:20:27.8782,+38:14:31.909,9.99,9.689,9.873,5.61,2.35,2455421.35484,0.00022,4.6276623,1e-06,-0.4,9.74,30.44
HAT-P-15b,alert,8,7,04:24:59.5347,+39:27:38.312,12.41,11.81,11.723,13.51,5.45,2454638.5609,0.0005,10.8635,3e-05,-33.1,5.06,45.97
HAT-P-16b,low,22,9,00:38:17.5584,+42:27:47.216,10.91,10.553,10.757,14.45,3.07,2455968.64684,0.00013,2.7759677,3e-07,0.2,5.0,54.82
HAT-P-17b,medium,4,0,21:38:08.7311,+30:29:19.445,10.38,10.24,10.274,20.37,4.04,2456569.05972,5e-05,10.3385346,9e-07,-0.0,5.0,120.87
HAT-P-18b,low,5,0,17:05:23.1475,+33:00:44.939,12.759,12.61,12.368,24.28,2.71,2457276.25646,0.0001,5.50803,8e-07,-1.3,6.88,39.76
HAT-P-19b,low,25,6,00:38:04.0136,+34:42:41.552,12.901,12.82,12.557,26.46,2.87,2456899.49658,0.0001,4.0087842,4e-07,0.32,7.57,39.2
HAT-P-20b,low,33,12,07:27:39.9487,+24:20:11.518,11.35,11.0,10.99,19.78,1.86,2456705.48183,7e-05,2.87531693,2.4e-07,1.18,5.0,61.59
HAT-P-21b,alert,10,2,11:25:05.9858,+41:01:40.669,11.46,11.71,11.558,11.12,3.71,2454996.4139,0.0007,4.124481,7e-06,10.4,6.24,31.13
HAT-P-22b,low,18,2,10:22:43.5924,+50:07:42.063,9.76,9.44,9.519,14.48,2.86,2456603.79429,0.00014,3.212233,3e-07,-0.1,5.0,104.86
HAT-P-23b,low,35,4,20:24:29.7235,+16:45:43.810,11.94,12.27,12.174,17.48,2.19,2457575.19549,8e-05,1.21288644,8e-08,0.21,5.97,25.96
HAT-P-24b,low,3,1,07:15:18.0194,+14:15:45.409,11.76,11.71,11.64,12.27,3.72,2455800.7899,0.0003,3.355246,9e-07,-0.9,5.65,30.52
HAT-P-25b,low,11,2,03:13:44.4981,+25:11:50.687,13.15,13.22,12.842,21.08,2.81,2456590.49235,0.00022,3.6528162,8e-07,0.4,9.23,26.2
HAT-P-26b,low,7,2,14:12:37.5329,+04:03:36.117,11.76,11.56,11.464,7.28,2.32,2456892.59046,0.0001,4.2345002,7e-07,1.5,10.06,17.83
HAT-P-27b,low,24,3,14:51:04.1870,+05:56:50.548,12.19,11.98,11.956,14.08,1.68,2456638.93852,0.00012,3.0395778,2.5e-07,0.18,6.37,23.23
HAT-P-28b,low,14,3,00:52:00.1877,+34:43:42.203,13.03,13.24,12.872,16.75,3.31,2458124.34308,0.00022,3.2572129,6e-07,0.1,9.33,21.23
HAT-P-29b,low,5,0,02:12:31.4784,+51:46:43.562,11.83,11.82,11.734,9.91,3.9,2457240.8218,0.0004,5.723371,2.4e-06,-2.2,7.15,25.77
HAT-P-30b,low,16,1,08:15:47.9805,+05:50:12.352,10.35,10.104,10.3,11.97,2.25,2455931.45837,0.00018,2.8106016,5e-07,0.5,5.0,51.01
HAT-P-31b,medium,1,0,18:06:09.0499,+26:25:35.989,11.67,11.49,11.45,7.67,4.77,2458169.941,0.0017,5.005272,6e-06,2.9,8.19,25.71
HAT-P-32b,low,49,10,02:04:10.2775,+46:41:16.210,11.44,11.23,11.133,29.39,3.13,2456209.25393,5e-05,2.15000825,1e-07,0.35,5.0,89.69
HAT-P-33b,low,8,4,07:32:44.2170,+33:50:06.118,11.03,11.1,11.024,14.38,4.31,2456601.47713,0.00012,3.4744767,3e-07,-0.6,5.0,53.59
HAT-P-34b,low,10,0,20:12:46.8867,+18:06:17.399,10.4,10.181,10.194,8.18,3.53,2456462.1472,0.0005,5.452647,3e-06,1.2,6.45,43.04
HAT-P-35b,alert,11,11,08:13:00.1786,+04:47:13.417,11.59,12.38,12.28,11.68,3.98,2455578.66158,0.0005,3.646706,2.1e-05,-76.3,7.27,21.28
HAT-P-36b,low,68,17,12:33:03.9061,+44:54:55.197,12.15,12.27,12.093,20.66,2.22,2457334.53507,0.0001,1.32734682,1.2e-07,0.02,5.97,32.74
HAT-P-37b,low,39,1,18:57:11.0562,+51:16:08.849,13.23,13.58,13.262,24.18,2.36,2457754.21279,0.00015,2.7974424,4e-07,-0.14,11.23,19.71
HAT-P-38b,low,5,2,02:21:31.9802,+32:14:46.090,12.51,12.36,12.302,10.97,3.16,2457515.07748,0.00011,4.6403288,1.1e-06,-2.0,8.01,19.36
HAT-P-39b,low,7,7,07:35:01.9794,+17:49:48.234,12.422,12.04,12.227,12.52,4.2,2455208.7513,0.0004,3.54387,5e-06,6.5,5.98,23.51
HAT-P-40b,medium,4,0,22:22:03.0875,+45:27:26.515,11.34,11.191,11.416,8.59,6.17,2456414.9009,0.0005,4.4572173,1.7e-06,1.4,6.61,33.11
HAT-P-41b,medium,5,0,19:49:17.4399,+04:40:20.783,11.36,10.733,10.939,13.77,4.12,2458071.24389,0.00012,2.6940497,8e-07,1.9,5.0,54.67
HAT-P-42b,medium,1,0,09:01:22.6490,+06:05:50.015,12.17,12.02,12.003,8.94,4.04,2456036.0799,0.0008,4.641838,8e-06,0.8,8.37,20.24
HAT-P-43b,low,6,2,08:35:42.1747,+10:12:23.923,13.36,13.17,13.216,18.99,3.26,2456147.3425,0.0003,3.332683,1.9e-06,-4.0,8.99,18.04
HAT-P-44b,low,12,2,14:12:34.5714,+47:00:53.045,13.21,12.83,12.973,24.45,3.21,2457284.0768,0.0004,4.30119,1e-06,0.3,7.6,28.0
HAT-P-45b,medium,9,0,18:17:29.5774,-03:22:51.739,12.79,12.32,12.398,15.93,3.48,2456502.8481,0.0003,3.1289923,1.4e-06,4.3,6.09,30.28
HAT-P-46b,low,3,0,18:01:46.6086,-02:58:15.459,11.94,11.62,11.684,10.5,3.1,2455969.1255,0.0004,4.463137,5e-06,-1.1,6.67,27.0
HAT-P-49b,low,4,0,20:21:45.9297,+26:41:33.603,10.326,10.046,10.207,7.97,4.14,2457077.8963,0.0005,2.6915535,1.2e-06,-0.1,6.34,44.09
HAT-P-50b,medium,3,0,07:52:15.2179,+12:08:21.838,11.762,11.478,11.672,7.21,3.73,2456526.3049,0.0003,3.1220018,1.3e-06,-0.1,9.04,18.24
HAT-P-51b,low,13,5,01:24:15.6413,+32:48:38.777,13.44,13.039,13.285,21.72,3.36,2457868.67797,0.00024,4.2180226,9e-07,-0.8,8.41,21.02
HAT-P-52b,low,9,4,02:50:53.2003,+29:01:20.522,14.068,13.52,13.787,17.25,2.41,2456581.8074,0.0004,2.7535973,1.3e-06,-0.4,10.86,11.07
HAT-P-53b,low,16,3,01:27:29.0645,+38:58:05.259,13.733,13.297,13.514,16.11,2.83,2457502.7149,0.0003,1.9616248,4e-07,-1.1,9.61,11.66
HAT-P-54b,low,48,13,06:39:35.5182,+25:28:57.157,13.505,12.752,13.017,27.05,1.8,2458419.62257,0.00019,3.7998534,8e-07,0.31,7.33,27.59
HAT-P-55b,low,20,1,17:37:05.6338,+25:43:52.254,13.207,12.873,13.096,18.53,2.94,2457720.3595,0.0003,3.5852329,1.2e-06,-0.3,7.76,18.1
HAT-P-56b,low,17,5,06:43:23.5327,+27:15:08.212,10.8,10.648,10.824,10.66,2.3,2457700.6456,0.0004,2.7908235,9e-07,0.5,5.75,34.07
HAT-P-57b,low,4,0,18:18:58.4251,+10:35:50.127,10.64,10.248,10.425,11.93,3.52,2457159.6765,0.0006,2.4652946,7e-07,0.2,5.0,55.24
HAT-P-58b,medium,0,0,04:35:23.1828,+56:52:05.584,12.925,12.888,12.72,9.82,4.17,2457369.03094,0.00056,4.0138379,2.4e-06,0.0,10.52,15.44
HAT-P-59b,low,4,4,19:29:50.0700,+62:31:45.177,11.901,11.64,11.679,10.98,2.35,2458618.54088,0.00021,4.1419771,1.2e-06,-0.4,6.8,23.94
HAT-P-60b,medium,0,0,01:53:07.7732,+52:03:14.020,9.71,9.616,9.564,6.69,5.07,2458360.94029,0.00056,4.7947813,2.4e-06,0.0,7.05,60.71
HAT-P-61b,low,4,4,05:01:55.2577,+50:07:52.574,13.188,12.974,12.939,10.41,1.67,2457851.21119,0.00047,1.90231289,7.7e-07,0.9,12.58,9.35
HAT-P-62b,low,4,4,04:58:01.0287,+48:18:03.756,12.539,12.185,12.436,11.74,3.12,2457118.38979,0.00044,2.6453235,3.9e-06,-1.3,7.05,18.86
HAT-P-64b,low,2,2,04:35:53.8468,+02:25:52.643,12.855,12.39,12.622,13.19,4.96,2457751.46354,0.00063,4.007232,1.7e-06,0.9,6.26,22.91
HAT-P-65b,medium,5,0,21:03:37.3130,+11:59:21.818,13.16,13.02,12.995,13.77,4.43,2457149.2808,0.0004,2.6054485,9e-07,-0.1,8.33,17.86
HAT-P-66b,low,5,3,10:02:17.4467,+53:57:03.201,12.99,12.94,12.892,9.83,4.74,2457258.7999,0.0007,2.972086,6e-06,2.5,10.55,13.37
HAT-P-67b,medium,0,0,17:06:26.5609,+44:46:37.067,10.11,9.786,9.975,9.14,7.0,2455961.3854,0.0008,4.8101025,4e-07,0.0,5.03,75.99
HAT-P-68b,low,7,7,07:53:55.9827,+23:56:17.611,13.802,13.678,13.544,38.0,2.1,2456614.20355,0.00014,2.29840551,5.2e-07,1.3,11.88,27.84
HAT-P-69b,alert,2,2,08:42:01.3561,+03:42:38.022,9.77,9.667,9.773,9.48,5.15,2458495.78861,0.00072,4.7869491,1.8e-06,10.0,5.0,68.46
HAT-P-70b,low,2,2,04:58:12.5627,+09:59:52.803,9.47,9.363,9.452,11.4,3.67,2458439.57519,0.00045,2.74432452,7.9e-07,-4.6,5.0,81.1
HATS-1b,low,4,1,11:42:06.0805,-23:21:17.428,12.059,12.08,11.936,19.17,2.5,2457901.9514,0.0004,3.4464553,8e-07,1.0,5.56,35.28
HATS-2b,low,14,3,11:46:57.3702,-22:33:46.816,13.62,13.4,13.342,23.94,2.09,2455954.58657,9e-05,1.354133,1e-06,2.58,10.16,18.4
HATS-3b,medium,2,0,20:49:49.7852,-24:25:43.539,12.43,11.692,11.891,12.65,3.62,2456155.96808,0.00014,3.547851,5e-06,1.4,5.48,27.63
HATS-4b,medium,6,2,06:16:26.9016,-22:32:48.815,13.459,13.039,13.286,17.11,2.5,2457086.8394,0.0003,2.5167278,5e-07,-0.7,8.41,14.24
HATS-5b,low,4,1,04:28:53.4831,-21:28:55.062,12.63,12.181,12.429,15.66,3.0,2456392.8762,0.0003,4.76339,3e-06,-0.6,5.77,24.41
HATS-6b,low,5,3,05:52:35.2366,-19:01:53.970,15.16,14.139,14.36,41.78,2.05,2456660.36771,0.00013,3.325272,3e-06,-7.2,15.66,20.15
HATS-7b,low,4,4,13:55:25.6669,-21:12:27.722,13.34,13.17,13.05,6.65,2.3,2456528.2978,0.0006,3.185315,5e-06,-2.3,19.86,6.62
HATS-9b,medium,1,0,19:23:14.4314,-20:09:58.849,13.276,12.854,13.098,6.89,3.53,2457380.70329,4e-05,1.915311,9e-07,0.8,15.19,7.66
HATS-10b,alert,2,0,19:37:13.6352,-22:12:16.115,13.113,12.753,12.984,10.55,3.03,2456457.88268,0.00022,3.312846,6e-06,-22.6,9.79,11.43
HATS-11b,medium,2,0,19:17:36.1800,-22:23:23.721,14.018,13.603,13.833,15.35,4.4,2457378.41989,7e-05,3.619163,3e-06,-9.4,11.38,11.51
HATS-13b,medium,3,0,21:07:50.7511,-26:05:48.033,13.887,13.435,13.68,26.19,2.64,2456824.3225,0.00023,3.0440546,7e-07,-0.2,10.36,17.25
HATS-17b,alert,2,1,12:48:45.5453,-47:36:49.287,12.39,11.987,12.218,6.79,4.78,2457139.168,0.0014,16.25461,7e-05,11.5,10.61,14.78
HATS-22b,low,5,1,11:36:02.3390,-29:32:35.957,13.46,13.2,13.122,26.01,2.19,2457768.11264,0.00023,4.7228189,1.2e-06,-0.0,9.13,24.42
HATS-23b,high,5,3,19:05:28.0082,-50:04:02.445,13.9,13.72,13.752,15.09,1.83,2457072.85344,0.0007,2.1605156,4.5e-06,-3.3,12.35,8.26
HATS-24b,low,7,0,17:55:33.7673,-61:44:50.367,12.83,12.82,12.691,22.23,2.45,2458237.2874,0.0005,1.3484963,7e-07,1.2,7.57,25.0
HATS-25b,low,4,1,13:51:37.8639,-23:46:52.255,13.1,13.07,12.935,16.85,3.22,2456870.3695,0.0005,4.298643,5e-06,4.0,8.54,19.46
HATS-26b,low,4,3,09:39:42.4488,-28:35:08.098,12.96,12.9,12.843,10.01,5.28,2456867.424,0.0012,3.302388,8e-06,6.5,10.02,15.19
HATS-27b,medium,0,0,12:54:12.6109,-46:35:15.785,12.77,12.75,12.679,10.11,4.89,2457029.3382,0.0011,4.637038,1.4e-05,0.0,9.4,15.66
HATS-29b,medium,4,0,19:00:23.1569,-54:53:35.450,12.61,12.221,12.459,18.02,3.22,2457851.8034,0.0005,4.6058791,2.4e-06,-0.1,5.86,28.23
HATS-30b,medium,7,1,00:22:28.4920,-59:56:33.245,12.205,12.19,12.081,16.11,2.76,2457912.2004,0.0003,3.1743516,7e-07,-0.0,5.79,28.04
HATS-31b,alert,4,1,12:46:48.6784,-24:25:38.568,13.11,13.2,12.961,10.34,4.64,2456960.1484,0.0011,3.37796,1.2e-05,-26.8,11.36,13.84
HATS-33b,medium,8,0,19:38:32.0768,-55:19:48.378,11.91,11.81,11.708,20.13,2.7,2458090.7093,0.0005,2.5495627,1.1e-06,0.7,5.06,43.74
HATS-34b,high,3,1,00:03:05.8703,-62:28:09.616,13.85,13.77,13.679,14.64,1.56,2456634.8581,0.00075,2.1061607,4.7e-06,0.8,13.66,7.93
HATS-35b,medium,8,0,19:46:45.1810,-63:33:56.137,12.56,12.55,12.46,14.34,3.15,2457899.5875,0.0003,1.8210014,6e-07,-0.8,6.7,21.23
HATS-37Ab,medium,2,2,13:19:12.4636,-22:59:12.730,12.341,11.735,11.998,6.75,2.92,2458006.80225,0.0005,4.3315366,4.1e-06,9.9,10.8,14.08
HATS-38b,medium,0,0,10:17:05.0796,-25:16:34.556,11.97,12.047,12.278,4.07,3.22,2457725.16121,0.00072,4.375021,1e-05,0.0,19.26,7.05
HATS-39b,low,2,1,07:29:40.6108,-29:56:16.420,12.75,12.68,12.654,11.1,3.73,2457315.2842,0.0006,4.577635,7e-06,2.0,8.69,15.49
HATS-40b,medium,0,0,06:42:17.1043,-29:46:36.494,13.38,13.41,13.284,6.62,5.39,2456962.6768,0.001,3.264274,6e-06,0.0,19.25,7.33
HATS-41b,low,4,4,06:54:04.1655,-27:03:01.422,12.68,12.59,12.589,6.55,2.27,2456795.7248,0.0014,4.193649,1.3e-05,12.6,15.68,7.65
HATS-42b,low,5,5,07:13:48.5748,-33:26:14.401,13.62,13.61,13.563,11.96,3.29,2456768.60812,0.00069,2.292102,2.1e-06,0.4,12.85,9.04
HATS-43b,low,3,1,05:22:09.1675,-30:58:15.011,13.59,13.4,13.401,30.45,3.15,2458039.86444,0.00022,4.3888499,1.4e-06,0.4,10.16,26.77
HATS-45b,medium,4,3,06:47:58.6224,-21:54:38.617,13.31,13.27,13.239,11.38,3.06,2456731.1961,0.0007,4.187624,6e-06,-3.1,11.49,9.99
HATS-46b,medium,2,0,00:26:48.5936,-56:18:58.081,13.63,13.68,13.527,14.03,2.42,2457376.6862,0.0006,4.742373,5e-06,-2.5,12.13,9.84
HATS-48Ab,low,1,1,19:14:41.2747,-59:34:45.757,14.35,14.05,13.895,18.64,2.35,2457100.55022,0.00045,3.1316666,3.7e-06,1.2,14.83,11.43
HATS-51b,low,3,2,06:51:23.4013,-29:03:31.045,12.471,12.098,12.329,13.08,3.32,2457042.0049,0.0006,3.34887,4e-06,-1.2,6.08,22.1
HATS-52b,low,12,3,09:20:21.0456,-31:16:09.491,13.669,13.4,13.627,22.82,2.12,2456929.0312,0.0003,1.3666544,9e-07,5.0,10.16,13.57
HATS-53b,low,2,1,11:46:30.8411,-33:51:36.203,13.944,13.418,13.656,20.85,3.51,2457236.75732,0.00049,3.8537768,3.8e-06,-0.4,10.26,15.88
HATS-56b,low,3,3,12:00:39.6300,-45:47:57.995,11.48,11.287,11.488,7.08,4.69,2457788.0037,0.0012,4.324799,2.7e-05,-26.2,8.49,22.7
HATS-57b,low,2,2,04:03:47.6005,-19:03:24.326,11.59,11.948,12.182,19.58,2.5,2457778.49669,0.00025,2.350621,1.3e-06,-2.8,5.3,31.39
HATS-58Ab,medium,2,2,12:27:08.9728,-48:58:42.227,11.572,11.57,11.768,7.13,3.19,2457463.2999,0.0017,4.2180896,8.9e-06,-7.6,9.62,19.04
HATS-60b,high,2,0,22:45:27.3643,-14:59:30.345,12.641,12.265,12.5,8.32,3.88,2458015.7244,0.0008,3.56083,3e-05,-8.5,9.82,13.88
HATS-62b,medium,0,0,20:49:47.8333,-24:18:12.496,14.171,13.586,13.832,17.62,2.78,2455808.05158,0.00043,3.2768837,3.3e-06,0.0,11.27,10.85
HATS-64b,low,2,1,09:37:09.0299,-29:48:01.574,12.924,12.646,12.839,8.55,5.82,2457769.8237,0.0008,4.908897,1.3e-05,-2.2,10.39,13.13
HATS-65b,low,7,0,19:31:45.5518,-26:44:24.724,12.497,12.168,12.379,16.07,2.9,2457520.9621,0.0004,3.105161,1.6e-06,-1.5,5.74,24.19
HATS-67b,low,13,7,12:00:50.1182,-46:08:11.124,13.653,13.354,13.56,13.98,1.98,2457796.8821,0.0004,1.609179,4e-06,6.8,10.76,8.41
HATS-68b,low,2,0,01:00:01.4134,-58:54:17.124,12.281,11.92,12.163,5.8,3.46,2457410.4094,0.0011,3.58622,5e-06,3.3,12.83,10.84
HATS-70b,medium,1,1,07:16:25.0880,-31:14:39.858,12.23,12.488,12.586,6.87,3.67,2456911.87486,0.0008,1.8882378,1.5e-06,2.4,13.02,8.56
HATS-72b,medium,0,0,22:36:06.3189,-16:59:59.788,12.469,12.147,12.073,14.8,3.09,2458087.64782,7.5e-05,7.3279474,1.6e-06,0.0,5.69,31.49
HD1397b,high,0,0,00:17:47.1522,-66:21:32.064,7.78,7.355,7.593,2.7,8.56,2458332.0826,0.0006,11.5353,0.0008,0.0,15.04,75.43
