name,priority,total_observations,recent_observations,ra_j2000,dec_j2000,v_mag,r_mag,gaia_g_mag,depth_mmag,duration_hours,t0_bjd_tdb,t0_unc,period_days,period_unc,current_oc_min,min_telescope_inches,expected_transit_snr_tess
HD2685b,high,0,0,00:29:18.9527,-76:18:14.623,9.59,9.348,9.52,11.66,4.49,2458325.78297,0.0002,4.12688,5e-05,0.0,5.0,95.08
HD3167b,high,0,0,00:34:57.5243,+04:22:53.283,8.94,8.4,8.762,0.38,1.64,2457394.3745,0.0004,0.959641,1.2e-05,0.0,146.61,2.97
HD3167c,high,0,0,00:34:57.5243,+04:22:53.283,8.94,8.4,8.762,1.23,5.13,2457394.9788,0.0012,29.8454,0.0012,0.0,35.86,16.93
HD5278b,medium,0,0,00:50:09.9047,-83:44:38.033,7.95,7.606,7.804,0.45,4.81,2458680.69932,0.00083,14.339156,4.9e-05,0.0,96.99,8.42
HD17156b,medium,2,0,02:49:44.4866,+71:45:11.632,8.16,7.824,8.033,6.89,3.13,2454884.02895,7e-05,21.216398,1.6e-05,6.2,6.86,95.74
HD63433b,high,0,0,07:49:55.0604,+27:21:47.458,6.91,6.491,6.718,0.62,3.22,2458916.4526,0.0032,7.10793,0.0004,0.0,74.32,14.47
HD63433c,high,0,0,07:49:55.0604,+27:21:47.458,6.91,6.491,6.718,0.9,4.07,2458844.05799,0.00084,20.5453,0.0012,0.0,49.11,23.75
HD63935b,medium,0,0,07:51:41.9965,+09:23:09.793,8.58,8.1,8.394,1.02,3.36,2458494.4462,0.001,9.058811,1.7e-05,0.0,45.92,13.0
HD63935c,high,0,0,07:51:41.9965,+09:23:09.793,8.58,8.1,8.394,0.84,4.84,2459231.828,0.0014,21.4023,0.0019,0.0,52.48,13.26
HD80606b,alert,3,0,09:22:37.5769,+50:36:13.434,9.0,8.586,8.82,10.33,11.89,2455210.6428,0.001,111.4367,0.0004,31.1,5.0,213.85
HD86226c,high,0,0,09:56:29.8441,-24:05:57.795,7.93,7.71,7.771,0.41,2.45,2458543.2539,0.0007,3.98442,0.00018,0.0,120.8,5.74
HD89345b,high,0,0,10:18:41.0578,+10:07:44.504,9.38,8.984,9.217,1.76,5.62,2457913.804,0.0006,11.814,0.0009,0.0,25.34,20.28
HD97658b,alert,1,0,11:14:33.1613,+25:42:37.391,7.714,7.259,7.514,1.32,2.84,2456665.4641,0.0008,9.48926,6e-05,18.2,36.09,22.19
HD106315c,high,0,0,12:13:53.3965,-00:23:36.554,8.951,8.706,8.888,1.17,4.67,2457611.132,0.004,21.0568,0.0005,0.0,38.64,13.32
HD108236b,high,0,0,12:26:17.8916,-51:21:46.214,9.24,8.865,9.087,0.34,2.41,2458572.1128,0.0031,3.79523,0.00047,0.0,151.46,2.69
HD108236c,high,0,0,12:26:17.8916,-51:21:46.214,9.24,8.865,9.087,0.58,2.91,2458572.3949,0.0025,6.2037,0.00064,0.0,85.27,5.04
HD108236d,high,0,0,12:26:17.8916,-51:21:46.214,9.24,8.865,9.087,1.01,3.85,2458571.3368,0.0015,14.17555,0.00099,0.0,46.48,10.05
HD108236e,high,0,0,12:26:17.8916,-51:21:46.214,9.24,8.865,9.087,1.34,4.02,2458586.5677,0.0014,19.5917,0.0022,0.0,34.78,13.63
HD110082b,high,0,0,12:50:22.0202,-88:07:15.718,9.23,8.92,9.115,0.76,2.95,2458629.909,0.001,10.18271,4e-05,0.0,65.06,6.35
HD110113b,high,0,0,12:40:08.7806,-44:18:43.267,10.05,9.684,9.91,0.42,2.43,2458570.101,0.004,2.541,0.0005,0.0,128.69,2.26
HD136352c,high,0,0,15:21:48.1511,-48:19:03.462,5.65,5.24,5.462,0.61,3.25,2458954.4099,0.00052,27.59221,0.00011,0.0,74.93,22.36
HD149026b,low,2,1,16:30:29.6184,+38:20:50.310,8.14,7.808,8.014,3.53,3.25,2454456.78835,0.00014,2.875891,3e-06,-3.5,13.28,50.54
HD152843b,high,0,0,16:55:08.3561,+20:29:28.794,8.85,8.568,8.764,0.63,5.53,2458994.2831,0.0024,11.6264,0.0022,0.0,69.67,8.33
HD152843c,high,0,0,16:55:08.3561,+20:29:28.794,8.85,8.568,8.764,1.77,6.36,2459002.7708,0.0011,24.38,6.23,0.0,24.38,25.4
HD183579b,medium,0,0,19:33:08.5944,-54:31:56.541,8.68,8.296,8.515,1.4,4.35,2458661.06279,0.00071,17.471275,9.7e-06,0.0,32.18,18.93
HD189733b,low,23,0,20:00:43.7130,+22:42:39.071,7.648,7.126,7.414,28.36,1.81,2454403.67771,3e-05,2.21857519,1.4e-07,-0.07,5.0,408.28
HD191939b,high,0,0,20:08:05.7549,+66:51:02.075,8.97,8.5,8.775,1.35,3.08,2458715.35554,0.00064,8.880403,7e-05,0.0,35.71,14.19
HD191939c,high,0,0,20:08:05.7549,+66:51:02.075,8.97,8.5,8.775,1.19,4.45,2458726.0531,0.0011,28.58059,0.00045,0.0,37.97,15.07
HD191939d,high,0,0,20:08:05.7549,+66:51:02.075,8.97,8.5,8.775,1.22,5.54,2458743.5505,0.0015,38.3561,0.0012,0.0,35.89,17.05
HD202772Ab,high,0,0,21:18:47.8761,-26:36:58.051,10.21,8.94,8.227,4.77,5.69,2458338.61047,0.00024,3.30896,8e-05,0.0,9.33,83.03
HD209458b,medium,7,0,22:03:10.7729,+18:53:03.548,7.63,7.305,7.509,18.11,3.09,2455015.49844,0.00012,3.5247499,3e-07,0.4,5.0,304.36
HD219134b,high,0,0,23:13:16.9747,+57:10:06.076,5.57,4.76,5.208,0.29,0.95,2457126.6991,0.0009,3.092926,1e-05,0.0,218.23,6.68
HD219666b,high,0,0,23:18:13.6298,-56:54:14.035,9.81,9.417,9.65,1.74,2.14,2458329.1996,0.0012,6.0361,0.0006,0.0,31.4,10.58
HD221416b,high,0,0,23:32:08.0724,-21:48:05.116,8.15,7.655,7.908,0.87,9.0,2458357.0149,0.0025,14.2767,0.0037,0.0,46.66,23.7
HD332231b,high,0,0,20:26:57.9179,+33:44:40.024,8.56,8.216,8.418,6.4,6.12,2458729.67987,0.00038,18.71204,0.00043,0.0,6.71,104.25
HIP65Ab,low,3,3,00:00:44.9093,-54:49:49.853,11.13,10.32,10.59,7.26,0.77,2458326.10418,0.00011,0.9809734,3.1e-06,-2.9,11.18,19.85
HIP41378b,medium,0,0,08:26:27.8492,+10:04:49.334,8.92,8.62,8.81,0.43,5.21,2457152.2818,0.0012,15.572098,1.8e-05,0.0,103.1,5.37
HIP41378e,high,0,0,08:26:27.8492,+10:04:49.334,8.92,8.62,8.81,1.71,13.0,2457142.0194,0.001,514.0,452.0,0.0,23.69,33.96
HIP41378f,medium,0,0,08:26:27.8492,+10:04:49.334,8.92,8.62,8.81,5.72,18.97,2457186.9142,0.0004,1084.1616,0.0004,0.0,6.94,136.27
HIP67522b,medium,0,0,13:50:06.2796,-40:50:08.878,9.8,9.408,9.633,5.93,4.89,2458604.02371,0.00036,6.959503,1.6e-05,0.0,7.87,51.52
HR858b,high,0,0,02:51:56.2464,-30:48:52.259,6.382,6.057,6.248,0.25,2.82,2458409.18969,0.00084,3.58599,0.00015,0.0,188.67,6.33
HR858c,high,0,0,02:51:56.2464,-30:48:52.259,6.382,6.057,6.248,0.2,2.92,2458415.6344,0.0022,5.97293,0.0006,0.0,234.15,5.31
HR858d,high,0,0,02:51:56.2464,-30:48:52.259,6.382,6.057,6.248,0.25,3.46,2458409.7328,0.002,11.23,0.0011,0.0,181.29,7.05
K2-3c,medium,0,0,11:29:20.3917,-01:27:17.279,12.17,11.88,11.478,0.89,3.53,2456812.28202,0.00098,24.646582,4.1e-05,0.0,82.13,3.15
K2-19b,alert,1,1,11:39:50.4804,+00:36:12.877,13.0,12.88,12.815,7.63,3.27,2456813.3841,0.0003,7.91949,5e-05,-58.4,14.07,9.75
K2-19c,high,0,0,11:39:50.4804,+00:36:12.877,13.0,12.88,12.815,2.55,3.77,2456817.27514,0.00082,11.90762,0.00024,0.0,40.94,3.53
K2-24b,high,0,0,16:10:17.6977,-24:59:25.258,11.28,10.657,10.907,2.37,5.48,2456905.7948,0.0007,20.8851,0.0003,0.0,22.05,12.06
K2-24c,high,0,0,16:10:17.6977,-24:59:25.258,11.28,10.657,10.907,4.65,6.33,2456915.6251,0.0004,42.3633,0.0006,0.0,11.04,25.3
K2-25b,low,5,2,04:13:05.6134,+15:14:52.013,15.56,13.72,14.382,13.99,0.79,2457620.11054,8e-05,3.4845627,9e-07,0.1,17.3,4.97
K2-28b,medium,0,0,22:22:29.8611,-07:57:19.853,15.81,15.449,14.68,7.76,1.02,2457931.89779,0.00032,2.2604455,9e-07,0.0,84.84,2.62
K2-29b,low,13,7,04:10:40.8826,+24:24:06.301,12.56,11.934,12.201,24.57,2.22,2458508.0943,0.0003,3.2588315,9e-07,1.1,5.28,41.05
K2-30b,low,21,5,03:29:22.0746,+22:17:57.874,13.53,12.939,13.206,18.69,2.33,2457395.78391,0.00013,4.0984791,7e-07,-0.2,8.01,17.58
K2-31b,low,3,3,16:21:45.7780,-23:32:52.289,10.8,10.292,10.537,8.26,0.98,2457191.70967,0.00024,1.25785,2e-06,-0.1,9.01,23.2
K2-32b,high,0,0,16:49:42.2601,-19:32:34.150,12.31,12.11,12.004,4.17,3.63,2456900.9279,0.0003,8.99183,8e-05,0.0,18.77,9.85
K2-32c,high,0,0,16:49:42.2601,-19:32:34.150,12.31,12.11,12.004,1.46,4.38,2456899.4234,0.0017,20.66093,0.0008,0.0,51.88,3.8
K2-32d,high,0,0,16:49:42.2601,-19:32:34.150,12.31,12.11,12.004,1.73,4.85,2456903.7871,0.0012,31.71701,0.00101,0.0,43.12,4.77
K2-34b,low,3,3,08:30:18.9093,+22:14:09.293,11.45,11.231,11.436,8.08,2.48,2457144.34781,8e-05,2.995629,6e-06,5.8,8.27,19.75
K2-36c,high,0,0,11:17:47.7836,+03:51:59.007,11.73,11.48,11.527,1.6,1.49,2456812.84001,0.00071,5.340888,8.6e-05,0.0,50.19,3.35
K2-52b,high,0,0,16:26:26.7310,-24:58:11.818,15.898,15.013,15.255,7.27,5.38,2456896.027,0.0011,3.535055,1.7e-05,0.0,45.8,3.08
K2-55b,high,0,0,22:15:00.4644,-17:15:02.538,13.55,13.24,13.062,4.28,2.03,2456983.4238,0.001,2.84927,3e-05,0.0,32.87,4.3
K2-107b,high,1,0,18:59:56.4921,-22:17:36.244,12.92,12.531,12.767,7.2,3.29,2457304.52525,0.00013,3.313921,1e-05,-6.0,12.89,9.76
K2-113b,high,3,2,01:17:47.8306,+06:52:08.045,13.68,13.63,13.504,9.03,3.09,2457392.88684,0.00019,5.81761,3e-05,-4.0,17.38,7.39
K2-115b,low,4,3,08:26:12.8235,+12:16:54.999,13.362,12.972,13.2,19.14,4.03,2457157.1578,0.0003,20.27303,4e-05,-4.2,8.14,20.83
K2-116b,high,0,0,22:24:36.3824,-11:34:43.285,10.758,10.48,10.328,0.12,2.22,2456979.9496,0.0043,4.655335,0.000513,0.0,500.39,0.56
K2-121b,low,13,10,08:27:44.8140,+17:34:45.804,13.32,12.98,12.925,14.93,2.12,2457143.56126,0.0001,5.185759,1.4e-05,-3.5,8.29,16.08
K2-129b,high,0,0,19:16:35.5928,-25:38:41.927,13.63,13.387,12.462,0.9,1.56,2457335.0098,0.001,8.2395,0.0003,0.0,180.06,1.39
K2-132b,high,0,0,12:08:39.9335,-08:44:49.846,11.897,11.377,11.64,0.86,7.94,2457608.53,0.009,9.171,0.003,0.0,66.61,3.75
K2-136c,high,0,0,04:29:38.9938,+22:52:57.794,11.2,10.9,10.855,1.96,3.6,2457830.024,0.003,17.3077,0.0013,0.0,29.6,9.16
K2-138f,high,0,0,23:15:47.7685,-10:50:58.897,12.21,12.12,12.025,1.12,3.25,2457738.7018,0.0044,12.7576,0.0012,0.0,71.44,2.34
K2-138g,high,0,0,23:15:47.7685,-10:50:58.897,12.21,12.12,12.025,1.34,4.03,2457773.8541,0.0044,41.9665,0.006,0.0,57.48,3.19
K2-139b,high,0,0,19:16:15.9691,-17:54:38.410,11.65,11.211,11.463,12.33,4.89,2457325.8171,0.0003,28.3824,0.0003,0.0,5.0,43.57
K2-140b,high,6,3,12:32:32.9632,-09:36:27.495,12.62,12.75,12.481,17.58,3.77,2457588.28509,5e-05,6.56919,3e-05,7.1,7.32,28.82
K2-141c,high,0,0,23:23:39.9710,-01:11:21.450,11.45,10.452,10.722,0.6,0.75,2457751.1546,0.001,7.7485,0.00022,0.0,138.5,1.58
K2-155c,high,0,0,04:21:52.4847,+21:21:12.937,12.806,12.46,12.253,1.39,3.03,2457814.565,0.003,13.854,0.0009,0.0,65.83,2.92
K2-198b,high,0,0,13:15:22.5217,-06:27:53.620,10.97,10.745,10.996,3.02,2.95,2457221.6126,0.0007,17.0432,0.0003,0.0,19.45,10.73
K2-198d,medium,0,0,13:15:22.5217,-06:27:53.620,10.97,10.745,10.996,0.66,2.98,2457213.5759,0.001,7.4500177,5.2e-06,0.0,88.73,2.33
K2-199c,high,0,0,13:55:36.4097,-06:08:10.135,12.289,11.636,11.905,2.0,2.42,2457222.9308,0.0007,7.3745,0.00013,0.0,36.89,4.2
K2-232b,medium,0,0,04:55:03.9625,+18:39:16.310,9.85,9.511,9.726,10.15,5.09,2457858.85681,5e-05,11.168459,1.7e-05,0.0,5.0,84.69
K2-233d,alert,1,0,15:21:55.1981,-20:13:53.987,10.88,10.156,10.419,1.34,3.8,2458005.581,0.003,24.3662,0.0021,-58.0,38.61,7.62
K2-237b,low,8,0,16:55:04.5335,-28:42:38.014,11.6,11.53,11.467,17.03,3.06,2457861.4341,0.00013,2.180533,7e-07,1.5,5.0,44.4
K2-238b,alert,1,0,23:10:49.0455,-07:51:27.077,13.75,13.89,13.664,7.66,3.51,2457740.5044,0.0004,3.20466,3e-05,13.1,23.1,6.04
K2-239b,high,0,0,10:42:22.6341,+04:26:28.888,14.55,14.14,13.437,0.86,1.51,2457908.191,0.01,5.24,0.001,0.0,288.75,0.72
K2-260b,medium,4,0,05:07:28.1588,+16:52:03.795,12.69,12.53,12.467,12.44,4.26,2457836.49912,0.0001,2.6266974,1.7e-06,-1.0,7.14,21.55
K2-261b,high,0,0,10:52:07.7793,+00:29:36.085,10.64,10.52,10.459,3.7,5.1,2457906.8416,0.0007,11.63344,0.00012,0.0,13.99,22.32
K2-266b,high,0,0,10:31:44.5057,+00:56:15.268,11.808,11.083,11.353,0.27,0.31,2457949.675,0.003,0.658524,1.7e-05,0.0,486.18,0.35
K2-266d,high,0,0,10:31:44.5057,+00:56:15.268,11.808,11.083,11.353,2.01,3.37,2457944.8393,0.0012,14.697,0.0003,0.0,30.22,6.86
K2-280b,high,0,0,19:26:22.8813,-22:14:51.551,12.54,12.41,12.36,3.77,8.2,2457327.4767,0.001,19.8952,0.0008,0.0,20.64,10.07
K2-284b,high,0,0,05:16:33.7637,+20:15:18.364,13.322,12.601,12.86,2.36,2.17,2457859.11316,0.00043,4.795069,8.6e-05,0.0,44.09,2.88
K2-287b,medium,0,0,15:32:17.8467,-22:21:29.763,11.308,11.04,11.067,7.84,3.58,2458001.72218,0.00016,14.89329,3e-05,0.0,7.62,30.43
K2-289b,high,0,0,16:26:34.3299,-15:47:32.564,14.465,13.551,13.794,7.89,4.03,2456897.144,0.001,13.15697,5e-05,0.0,18.17,7.85
K2-295b,alert,2,2,01:18:26.3767,+06:49:00.761,13.95,13.64,13.518,23.94,2.5,2457395.4140498,1.2e-06,4.024867,1.5e-05,15.7,11.62,19.06
K2-329b,medium,0,0,23:24:32.4761,-05:09:50.730,12.697,12.528,12.446,12.31,3.62,2457773.157267,7.3e-05,12.4551225,3.1e-06,0.0,7.42,21.15
K2-333b,high,0,0,09:07:09.4325,+15:12:20.603,11.56,11.766,11.987,2.76,4.95,2458097.39598,0.00077,14.75929,0.00024,0.0,24.29,6.87
K2-334b,high,0,0,09:05:57.4722,+16:19:31.996,11.84,11.156,11.348,1.48,2.45,2458096.81023,0.00055,5.113981,6.1e-05,0.0,44.46,3.56
K2-353b,high,0,0,13:26:28.0856,-02:16:54.784,12.28,12.2,12.099,2.72,3.37,2458189.85182,0.00098,15.46681,0.00057,0.0,30.03,5.53
KELT-1b,low,20,5,00:01:26.9169,+39:23:01.782,10.63,10.391,10.59,7.71,2.71,2456981.90516,0.00014,1.21749399,1.6e-07,1.1,7.39,29.66
KELT-2Ab,low,3,3,06:10:39.3452,+30:57:25.717,8.71,8.388,8.584,6.86,5.08,2455974.6034,0.0008,4.113791,1e-05,-19.1,6.45,94.14
KELT-3b,low,11,5,09:54:34.3870,+40:23:16.978,9.82,9.579,9.763,10.46,3.15,2456666.888,0.0004,2.7033878,1e-06,0.9,5.0,65.65
KELT-4Ab,low,13,2,10:28:15.0111,+25:34:23.474,9.98,9.9,9.957,13.52,3.46,2456190.3021,0.00022,2.989593,5e-06,-9.9,5.0,83.55
KELT-6b,medium,3,1,13:03:55.6468,+30:38:24.279,10.337,10.002,10.193,7.87,5.53,2457124.5095,0.0006,7.845582,7e-06,6.5,6.13,52.55
KELT-7b,low,8,3,05:13:10.9287,+33:19:05.403,8.54,8.279,8.452,9.83,3.49,2458343.40408,0.0001,2.7347657,4e-07,1.6,5.0,116.7
KELT-8b,low,2,0,18:53:13.3242,+24:07:38.577,10.84,10.438,10.67,14.79,3.48,2457396.045,0.0006,3.24408,5e-06,-0.6,5.0,66.62
KELT-9b,medium,0,0,20:31:26.3534,+39:56:19.765,7.56,7.562,7.577,8.28,3.85,2457095.68572,0.00014,1.4811235,1.1e-06,0.0,5.48,129.28
KELT-10b,alert,6,0,18:58:11.6095,-47:00:11.664,10.62,10.482,10.701,18.62,3.74,2457066.7204,0.0003,4.166274,6e-06,-17.2,5.0,81.43
KELT-11b,high,0,0,10:46:49.7401,-09:23:56.494,8.04,7.587,7.831,3.35,7.11,2457483.431,0.0007,4.7361,3e-05,0.0,12.41,79.21
KELT-12b,high,0,0,17:50:33.7179,+36:34:12.803,10.59,10.287,10.484,7.15,5.75,2457083.6605,0.0009,5.03162,3e-05,0.0,6.92,42.75
KELT-14b,alert,6,2,07:13:12.3539,-42:24:35.115,11.0,10.611,10.838,13.25,2.25,2457091.0286,0.0005,1.710059,3e-06,-11.7,5.0,44.66
KELT-15b,medium,3,0,07:49:39.6019,-52:07:13.574,11.39,10.862,11.069,13.19,4.13,2458564.05392,0.0002,3.329475,4e-06,0.1,5.0,48.86
KELT-16b,low,43,5,20:57:04.4386,+31:39:39.629,11.72,11.601,11.796,14.77,2.49,2458136.78366,0.00011,0.96899328,1.9e-07,-0.03,5.0,27.9
KELT-17b,low,4,4,08:22:28.2047,+13:44:07.144,9.23,9.089,9.209,10.8,3.47,2457287.74564,0.0003,3.0801716,5.3e-06,11.0,5.0,86.01
KELT-18b,low,11,0,14:26:05.7574,+59:26:39.288,10.16,9.941,10.104,9.35,4.65,2457838.3101,0.0004,2.8717023,1.9e-06,-1.3,5.26,57.56
KELT-19Ab,alert,8,8,07:26:02.2900,+07:36:56.814,9.86,9.733,9.863,13.52,4.4,2457281.24954,0.00036,4.6117093,8.8e-06,19.4,5.0,90.18
KELT-20b,medium,0,0,19:38:38.7352,+31:13:09.215,7.58,7.544,7.575,15.61,3.53,2457503.12005,0.00019,3.4741085,1.9e-06,0.0,5.0,236.09
KELT-21b,medium,0,0,20:19:12.0049,+32:34:51.762,10.48,10.453,10.541,12.2,4.11,2457382.64073,0.00041,3.6127628,3.8e-06,0.0,5.0,52.04
KELT-23Ab,low,15,14,15:28:35.1926,+66:21:31.544,10.31,10.24,10.182,21.47,2.29,2458140.38698,0.0002,2.25528783,6.8e-07,-0.38,5.0,96.36
KELT-24b,medium,2,2,10:47:38.3510,+71:39:21.156,8.33,8.059,8.238,10.6,4.33,2458268.45459,0.00087,5.5514918,8.6e-06,2.3,5.0,152.6
KOI-12b,medium,0,0,19:49:48.8934,+41:00:39.627,11.51,11.071,11.253,10.37,7.47,2454961.74044,0.00025,17.8552301,3e-07,0.0,5.23,45.39
KOI-13b,medium,0,0,19:07:53.1049,+46:52:06.004,9.7,9.8,10.368,9.39,3.2,2454953.56596,2e-05,1.763588,1e-06,0.0,5.51,49.46
KOI-94c,medium,0,0,19:49:19.9344,+41:53:28.005,12.311,11.978,12.188,0.87,5.18,2454971.0826,0.00038,10.4236888,5.3e-06,0.0,81.41,1.92
KOI-94d,medium,0,0,19:49:19.9344,+41:53:28.005,12.311,11.978,12.188,6.1,6.67,2454965.7397,0.0003,22.3429695,3e-07,0.0,11.27,15.31
KOI-94e,medium,0,0,19:49:19.9344,+41:53:28.005,12.311,11.978,12.188,2.18,8.47,2454994.23915,0.00046,54.319832,3.5e-05,0.0,30.7,6.2
KPS-1b,low,58,18,11:00:40.1821,+64:57:50.345,13.033,12.534,12.793,14.1,1.69,2458678.9091,0.0003,1.7063241,1.5e-06,0.21,7.7,14.19
Kepler-5b,low,2,0,19:57:37.6884,+44:02:06.189,13.384,12.996,13.226,8.42,4.54,2454955.90235,4e-05,3.5484655,5e-08,8.4,12.7,9.55
Kepler-6b,low,9,1,19:47:20.9379,+48:14:23.759,13.344,12.934,13.171,11.88,3.59,2455006.24253,8e-05,3.234699,9e-07,-0.9,9.12,12.47
Kepler-7b,medium,1,0,19:14:19.5623,+41:05:23.365,12.994,12.651,12.865,8.36,5.25,2454957.50626,4e-05,4.8854889,4e-08,0.4,10.79,12.58
Kepler-12b,low,4,0,19:04:58.4220,+50:02:25.271,13.8,13.68,13.36,18.72,4.69,2455004.009119,2e-05,4.4379654,1.1e-06,-0.2,11.89,18.9
Kepler-16b,high,0,0,19:16:18.1759,+51:45:26.777,12.261,11.9,11.747,19.13,7.19,2454973.4306,0.0022,228.776,0.02,0.0,5.22,79.91
Kepler-18d,medium,0,0,19:52:19.0688,+44:44:46.807,13.76,13.93,13.539,3.62,3.73,2454961.1559,0.0007,14.8589187,7e-07,0.0,49.38,3.31
Kepler-41b,medium,2,1,19:38:03.1746,+45:58:53.876,14.509,14.173,14.413,12.05,2.46,2454970.18104,2e-05,1.8555577,3e-07,-3.1,18.66,4.73
Kepler-76b,medium,3,0,19:36:46.1090,+39:37:08.340,13.39,13.072,13.276,6.41,1.47,2454966.549176,2e-05,1.5449298,4e-07,1.0,22.1,4.12
Kepler-105b,high,0,0,19:11:32.9514,+46:16:34.384,12.92,12.89,12.802,0.89,3.3,2454966.142,0.01,5.4122,2e-05,0.0,120.59,1.11
Kepler-396c,medium,0,0,19:44:31.8713,+48:58:38.561,12.26,11.594,11.829,3.68,7.4,2455015.678,0.019,88.510678,2.2e-05,0.0,16.55,12.54
Kepler-422b,medium,2,0,18:50:31.1173,+46:19:23.993,13.562,13.203,13.423,11.61,4.3,2454955.00995,5e-05,7.89144809,6e-08,4.9,10.26,11.07
Kepler-435b,medium,0,0,19:29:08.9490,+43:11:50.160,13.91,13.94,13.604,5.13,9.02,2455010.64241,0.0004,8.6001536,1.8e-06,0.0,31.27,6.22
Kepler-444b,high,0,0,19:19:00.5488,+41:38:04.581,8.86,8.18,8.643,0.03,2.11,2454955.459,0.003,3.600119,4e-06,0.0,1728.09,0.29
Kepler-444c,medium,0,0,19:19:00.5488,+41:38:04.581,8.86,8.18,8.643,0.05,2.26,2454955.4333,0.0016,4.5458697,2e-06,0.0,1019.98,0.46
Kepler-444e,medium,0,0,19:19:00.5488,+41:38:04.581,8.86,8.18,8.643,0.06,2.84,2454960.352,0.0023,7.743503,3e-06,0.0,808.21,0.64
Kepler-444f,high,0,0,19:19:00.5488,+41:38:04.581,8.86,8.18,8.643,0.08,1.86,2454967.8791,0.0011,9.740486,1.3e-05,0.0,668.9,0.75
Kepler-447b,medium,3,1,19:01:04.4557,+48:33:35.944,12.554,12.142,12.379,4.05,1.15,2454970.26082,0.00011,7.794303,3e-06,-0.5,25.95,4.42
Kepler-854b,medium,4,0,19:33:24.3099,+43:08:04.832,13.644,13.283,13.504,15.93,3.9,2454966.985381,1e-05,2.1446334,7e-07,-1.5,9.54,14.35
L98-59b,medium,0,0,08:18:07.6215,-68:18:46.799,11.685,11.294,10.598,0.76,0.97,2458366.17067,0.00036,2.2531136,1.2e-06,0.0,115.69,2.5
L98-59c,medium,0,0,08:18:07.6215,-68:18:46.799,11.685,11.294,10.598,1.93,1.28,2458367.27375,0.00013,3.6906777,1.6e-06,0.0,41.7,7.41
L98-59d,high,0,0,08:18:07.6215,-68:18:46.799,11.685,11.294,10.598,1.77,0.87,2458362.73974,0.00031,7.4507245,8.1e-06,0.0,51.59,6.19
LHS1140b,high,0,0,00:44:59.3314,-15:16:17.543,14.15,13.801,12.671,7.47,2.1,2456915.71228,4e-05,24.73696,8e-05,0.0,25.12,12.23
